LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO,,,,Month,Year,Date,MONTHLY_TEMPERATURE_CALGARY,MONTHLY_TEMPERATURE_VANCOUVER,MONTHLY_TEMPERATURE_WINNIPEG,MONTHLY_TEMPERATURE_TORONTO,MONTHLY_PRECIPITATION_CALGARY,MONTHLY_PRECIPITATION_VANCOUVER,MONTHLY_PRECIPITATION_WINNIPEG,MONTHLY_PRECIPITATION_TORONTO,,,,Year,Date,YEARLY_TEMPERATURE_CALGARY,YEARLY_TEMPERATURE_VANCOUVER,YEARLY_TEMPERATURE_WINNIPEG,YEARLY_TEMPERATURE_TORONTO,YEARLY_PRECIPITATION_CALGARY,YEARLY_PRECIPITATION_VANCOUVER,YEARLY_PRECIPITATION_WINNIPEG,YEARLY_PRECIPITATION_TORONTO
10/10/1968,2.2,10.9,5.6,10.3,0,6.6,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/1968,0.6,9.5,6.7,9.5,3.6,9.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/1968,5.6,8.4,7.8,10.9,1.5,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/1968,1.1,9.7,16.1,11.7,0.5,8.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/1968,1.9,8.7,10.6,13.7,0,1.8,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/1968,3.9,9.2,7.8,16.1,0.5,3.6,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/1968,1.7,6.4,6.7,16.7,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/1968,6.7,8.6,3.6,16.7,0,7.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/1968,5.3,7.5,2,17,0,0.3,6.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/1968,5.9,7.5,2.8,12,0,20.3,0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/1968,5,9.2,5.3,8.9,0,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/1968,2.8,8.1,5.3,9.4,0,8.6,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/1968,5.9,8.4,5.6,8.9,0,0.8,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/1968,6.4,11.7,1.2,8.4,0,27.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/1968,9.8,12.8,0.8,7.8,0,4.6,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/1968,10.3,11.4,5.3,7,0,4.1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/1968,1.1,7.5,8.1,3.7,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/1968,3.6,12.8,2,7.3,0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1968,10.9,13.9,0,5.3,0,12.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/1968,10.6,13.1,3.6,3.9,0,10.7,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1968,8.1,9.5,7.5,2.8,0,6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1968,3.4,7.5,8.4,3.3,3.3,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1968,1.7,4.2,2.2,6.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/1968,-0.9,9.2,1.7,8.4,0,9.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/1968,1.1,7.3,2.8,4.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/1968,0.3,3.6,-0.6,3.4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/1968,-4.7,7.3,-3.3,6.7,0,1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/1968,-4.5,3.9,-4.2,4.8,0,0,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/1968,-4.5,8.6,-4.5,3.1,0,7.4,0.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/1968,1.4,8.9,-4.2,3.1,0,8.6,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/1968,-0.6,7.5,-4.2,2,0,2,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/1968,-1.7,7,-3.1,-0.6,0,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/1968,2.3,9.7,-2.2,1.4,0,10.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/1968,2.8,8.4,-2.8,0.3,0,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/1968,0,5.3,0.3,-0.3,0,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/1968,-2.2,5.6,0.6,2.2,0,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/1968,-7.5,4.2,-0.6,3.9,1,8.1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/1968,-15.3,1.1,0.3,1.4,0.5,0,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/1968,-12.8,4.2,-0.6,-0.9,0.3,4.8,1.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/1968,-7.5,7.2,-3.9,3.6,0,25.1,0.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/1968,3.4,12.5,-8.1,-0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/1968,5.6,11.4,-3.6,-1.1,0,7.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/1968,2.3,10.3,1.7,1.4,0,8.4,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/1968,3.1,8.1,-0.3,3.4,0,8.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/1968,0.9,7,-1.7,5.3,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/1968,-3.1,5,-3.3,7.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/1968,-4.7,4.8,-3.7,3.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/1968,0.6,7.5,-10.3,1.7,0,2,0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/1968,2.8,7.3,-0.9,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/1968,2.5,6.1,-11.4,0,0,0,0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/1968,3.1,5.3,-8.3,2.8,0,32.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1968,-4.2,3.4,3.6,-0.6,0.3,6.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1968,-3.6,4.5,-2.8,0.3,0,0.5,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/1968,-3.1,4.2,-3.6,1.4,0,8.6,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/1968,0,7,-6.4,2.8,2.5,10.7,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/1968,-12.2,2.5,-7,2.8,0,2.5,1.5,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1968,-14.2,3.4,-13.6,-0.6,0,1.3,1.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/1968,-11.1,0.9,-15.3,-2.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/1968,-3.9,5.3,-15.3,-3.4,0,14.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/1968,-2.8,5.3,-13.6,-6.7,0,7.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/1968,-6.7,7,-7.5,-11.7,0,9.4,2.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/1968,-4.8,5.3,-8.3,-12,3,11.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/1968,-17,2.8,-7,-6.9,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/1968,-22.8,1.4,-14.2,3.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/1968,-19.2,3.9,-22.5,4.5,0,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/1968,-4.8,7.8,-21.7,-5.8,0,2.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/1968,-5.3,7.5,-12.5,-13.1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/1968,-2.8,3.9,-11.4,-8.1,0.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/1968,-7.8,2.3,-11.2,-3.9,2,9.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/1968,-6.2,3.1,-13.6,-3.9,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/1968,-10.3,1.1,-14.7,-4.5,0.8,0,0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/1968,-15.9,-1.4,-12.2,0.6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/1968,-16.4,0.3,-10.3,-1.4,0.3,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/1968,-20,0.3,-10.6,0.3,0.5,25.4,0.8,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/1968,-22.5,3.1,-19.2,-0.9,2,24.6,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/1968,-21.1,5.8,-28.9,-10.9,3.8,19.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/1968,-19.2,3.7,-23.4,-16.7,4.1,7.6,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/1968,-24.5,-0.3,-17.3,-12.5,2,2.8,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/1968,-32.2,-7,-17.5,-8.9,0.5,1,0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/1968,-36.4,-13.4,-16.1,-7.8,0,0,0,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1968,-31.4,-14.5,-22.5,-10.6,0.3,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1968,-20.3,-12.5,-28.9,-6.1,0.3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1968,-22.5,-6.4,-28.6,-7,0,20.1,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1969,-22.5,0,-26.2,-14.5,0,9.4,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/1969,-17.2,2,-23.6,-12.5,0,0,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/1969,-6.1,2.5,-25.6,-10.3,0,28.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/1969,2,4.2,-21.9,-11.7,0,15.5,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/1969,-4.5,3.1,-11.9,-11.4,1.3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/1969,-10,1.4,-19.7,-4.8,0,15,1.3,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/1969,-17,1.9,-20.3,-6.4,0,2,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/1969,-24.5,0.3,-19.7,-12.2,0,4.8,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/1969,-27,1.9,-27.5,-6.7,0,7.4,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/1969,-28.9,2.3,-30.9,-12.8,1.5,8.6,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/1969,-30.3,0,-30.3,-9.7,0.5,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/1969,-30.9,-0.9,-25.9,-7.5,0,1.3,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/1969,-27.5,0.6,-13.6,-7.2,1.8,1.3,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/1969,-26.4,0.9,-6.1,-6.7,0,8.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/1969,-27,0.3,-3.3,-13.4,0,2.8,8.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/1969,-26.7,0,-11.7,-10,0,7.9,6.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/1969,-26.4,-1.1,-23.3,2,0.3,0.3,0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/1969,-31.7,-2.8,-22.8,2.8,0,0,0.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/1969,-31.2,-4.5,-24.7,-4.5,0.5,3.6,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/1969,-31.7,-5.6,-22.8,-5,0.3,1.3,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/1969,-29.7,-7,-24.2,-3.6,0.5,0,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/1969,-30.3,-10,-22.5,0.6,0.3,0,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/1969,-25.3,-10.9,-26.1,2.8,0,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/1969,-25.3,-8.6,-22.2,-2,0,0,1.3,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/1969,-27,-8.1,-28.3,-10.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/1969,-27.5,-7.3,-26.1,-10,4.8,1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/1969,-31.4,-9.5,-13.9,-15.9,0.3,0.3,5.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/1969,-34.2,-12,-26.2,-5.8,0.8,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/1969,-34.8,-10.6,-27.3,1.4,0,0,3.3,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/1969,-31.4,-8.1,-23.9,4.2,0.5,0.3,0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/1969,-20.6,-4.5,-26.7,0.3,0,5.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1969,-18.1,-1.7,-27,0,0,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/1969,-15,-0.3,-28.6,-1.1,0,5.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/1969,-5.6,3.6,-29.5,-4.2,0,1.5,0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/1969,-10.8,3.9,-25,-9.7,0,5.3,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/1969,-12,0,-21.4,-10,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/1969,-14.7,-1.4,-17,-9.7,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/1969,-13.6,0.6,-18.1,-10.6,0,10.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/1969,-5.6,4.7,-22.5,-7.3,0,12.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/1969,-3.9,3.9,-17,-8.3,0,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/1969,-7.2,4.5,-8.1,-10,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1969,-9.4,6.1,-15.6,-1.1,0,3.3,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/1969,-5.8,2.8,-19.7,-4.8,0,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/1969,-5,2,-18.1,-12,2.8,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/1969,-8.9,3.1,-10.3,-12.5,0,0,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/1969,-10.3,6.1,-7.3,-9.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/1969,-13.6,6.1,-7.2,-7,0,2.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/1969,-11.2,3.4,-11.4,-4.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/1969,-11.1,2.3,-13.6,-4.8,0,0,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/1969,-13.9,2.5,-16.7,-3.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/1969,-15,2.2,-17.5,-1.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/1969,-14.2,2,-9.5,-0.9,0.3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/1969,-18.1,2.5,-3.4,-1.4,2.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/1969,-20.9,3.9,-2.8,0.3,0.8,1,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/1969,-17.8,4.2,-5.6,-0.6,0,0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/1969,-15.9,3.4,-7.5,-1.1,5.8,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/1969,-15,3.6,-3.7,-2.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/1969,-13.3,3.6,-2.8,-2.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/1969,-12,5.3,-3.9,-3.4,0,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1969,-12.8,4.5,-4.5,-1.1,0,0.3,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/1969,-12.2,8.7,-8.6,-0.8,0,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/1969,-10,4.5,-13.1,-2.3,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/1969,-6.7,2,-14.2,-6.7,0,10.4,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/1969,-2.5,5.8,-12.2,-7.5,0.3,13.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/1969,-6.7,5,-15.3,-5.9,0,0,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/1969,-7.8,3.6,-17.2,-8.1,0.3,0,4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/1969,-12.8,4.5,-10.3,-5.3,0.8,0,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/1969,-11.1,3.3,-10.6,-5,1.3,0,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/1969,-10.6,3.4,-17.2,-6.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/1969,-7.5,3.6,-13.6,-10.9,0,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/1969,-9.5,3.4,-10.3,-6.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/1969,-5.9,3.9,-11.1,-0.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/1969,-7,3.9,-10.9,0.6,0,6.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/1969,0.3,6.1,-13.4,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/1969,5.6,6.1,-8.1,-2,0,5.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/1969,2.2,8.9,-5.9,5.3,0,3.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/1969,-1.1,7.3,-8.1,7,0,2.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/1969,-0.3,7.8,-5.6,3.9,0,2,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/1969,-1.7,4.4,-9.2,2.2,0,0,0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/1969,2.5,5.6,-7.3,2.5,0.5,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/1969,-3.4,6.4,-2,1.2,0,9.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/1969,-3.1,5.3,-4.7,3.3,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/1969,-1.7,5,-6.7,2.8,0,0,0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/1969,3.7,6.7,-7.5,2.2,0,0,0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/1969,3.9,8.4,-5.9,-2.8,0,0,0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/1969,-3.1,8.4,-11.1,-4.7,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/1969,-11.9,7.8,-21.7,0.6,0.3,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/1969,-8.9,8.9,-20,-0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/1969,-2.5,13.3,-16.4,-4.2,0,7.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/1969,5.8,7.5,-12.5,-5.3,0,8.6,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1969,3.7,7.5,-7.5,0.6,0,10.9,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/1969,6.1,4.2,-9.2,-0.6,0,1,0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/1969,1.2,5,0.6,-0.8,0.3,4.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/1969,4.5,7.8,-1.4,6.7,0,7.6,0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/1969,9.5,6.4,-2.8,6.2,0,2,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/1969,8.9,7,2.3,4.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/1969,4.8,7.5,7.5,8.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/1969,3.7,8.4,6.4,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/1969,5.9,9.2,4.7,7.5,0,2.8,0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/1969,7.8,10.3,3.9,8.6,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/1969,8.7,10,5.9,3.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/1969,10.6,10.3,12,3.9,0,10.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/1969,10.3,8.4,10.6,7,0,4.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/1969,5.8,7.8,12.8,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/1969,8.3,7.8,11.2,8.1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/1969,8.3,9.5,4.2,14.2,0,1.3,0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/1969,12.2,8.4,5,11.4,0,11.4,0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/1969,9.2,8.6,10.6,5.8,0,4.3,0,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/1969,6.7,7.8,12.2,4.7,0,1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/1969,4.5,8.7,12,3.4,0,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/1969,8.1,10.9,9.2,9.2,0,3.6,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/1969,13.9,8.6,6.1,8.4,1.5,6.1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/1969,9.2,9.5,10,7,6.9,21.1,0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/1969,5.8,7.8,10.6,7.8,6.1,1.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/1969,3.9,7.5,12.5,11.9,0,0,5.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/1969,3.6,8.1,6.1,6.7,0,0,12.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/1969,6.1,12.5,1.4,13.9,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/1969,8.1,9.5,2.5,9.5,0,5.1,0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/1969,5.8,9.2,6.4,5.6,12.7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/1969,4.2,7.8,10.6,6.1,29,0,7.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1969,7.5,9.2,10.9,7.5,0,3,1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/1969,6.2,9.8,10,10.6,8.6,1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/1969,4.8,9.5,7.8,13.4,10.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/1969,8.1,10,13.9,10.9,0.3,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/1969,9.2,11.2,14.2,9.2,0,0,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/1969,9.7,10.6,12.8,10.6,0,0,3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/1969,7,13.6,10.6,13.6,0,0,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/1969,11.4,14.5,5.9,16.7,0,0,1,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/1969,12.5,13.3,4.5,7.5,0,0,0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/1969,12.8,12.8,5.3,8.1,0,0,0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/1969,14.2,12.5,4.5,6.7,0,0,0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/1969,14.2,12.5,7,6.4,0.3,0,3.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/1969,15,12.5,10.3,7.5,0,0,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/1969,6.4,12.2,19.2,8.9,8.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
