LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
4/22/1975,4.8,6.4,8.6,5.3,0,2,0,0
4/23/1975,6.7,8.7,8.4,5.9,0,2.8,0,4.8
4/24/1975,6.4,7.8,8.9,9.5,0,11.4,0,0.5
4/25/1975,7.5,7.8,12,4.5,0.8,0.3,0,0
4/26/1975,6.7,7.8,6.7,5,0,0,4.8,0
4/27/1975,4.5,8.9,7.8,6.4,0.8,0.8,4.6,0
4/28/1975,4.2,7.5,7.8,6.1,0,0,10.9,0
4/29/1975,2.2,7.2,6.7,8.6,0,0,0,0
4/30/1975,2.8,9.5,2.2,11.4,0,0,3.3,0
5/1/1975,3.4,10.8,2.8,10.6,0,0,4.1,0.5
5/2/1975,5.6,8.9,6.7,10.6,0,18.3,1.8,0.5
5/3/1975,8.9,10.3,8.9,11.7,0,2,0,0
5/4/1975,2.8,9.2,7.2,10,16.3,0.3,0,18.3
5/5/1975,1.4,10.6,8.3,8.1,14,0,0,0.8
5/6/1975,3.4,10,13.7,9.2,4.8,0,0,24.1
5/7/1975,4.5,9.5,15.3,10.8,6.6,0,0,0
5/8/1975,5.9,10.6,13.3,12.2,0.8,0,0,0
5/9/1975,8.9,14.5,13.9,12.5,3.3,0,0,0
5/10/1975,7.8,13.9,15.9,13.9,0,11.2,0,0
5/11/1975,10.3,14.2,9.2,15,0,7.1,0,0
5/12/1975,12.8,10.6,12,12.5,0,0,0,1.5
5/13/1975,9.8,12,16.4,13.9,0,0,8.4,0
5/14/1975,13.9,15.3,5.6,13.1,0,0,0,0
5/15/1975,13.9,12.8,11.7,14.5,0.5,0,0,0
5/16/1975,9.8,13.1,18.1,13.4,1.3,1,0,0
5/17/1975,10.8,10.3,14.5,13.9,0,0.5,3.3,0
5/18/1975,8.9,10.8,15.9,16.4,1.8,0.5,5.6,0
5/19/1975,3.1,10.3,17.8,20,1,0,0.5,0
5/20/1975,7.2,10,10.6,21.1,0,0,10.2,0
5/21/1975,9.5,10.8,7.2,22.8,0,0.3,0,1.3
5/22/1975,8.9,11.4,10.9,22,0,2.8,0,0
5/23/1975,8.4,10.6,17.3,22.2,0,0,2.8,0
5/24/1975,6.1,9.5,18.4,22,2.3,0,0.8,0
5/25/1975,7.5,10.3,14.7,19.5,6.6,0,0,0.8
5/26/1975,7.3,11.7,12.5,20.9,2.5,0,0,1.8
5/27/1975,8.6,11.4,14.5,16.9,0,0,3.8,0
5/28/1975,9.5,13.9,13.4,15,0,0,0,0
5/29/1975,11.7,13.6,11.7,17,6.4,0,0.3,0
5/30/1975,12.3,14.8,9.5,18.9,0,0,4.6,6.6
5/31/1975,13.6,16.1,12,19.2,0,0,1.3,8.1
6/1/1975,12.8,18.9,13.1,15.3,0,0,0,0.3
6/2/1975,15.3,15.9,14.2,13.7,0,0,4.1,0
6/3/1975,14.5,13.1,10.8,13.3,0,4.3,0,0
6/4/1975,15,13.7,12.2,15.6,0,9.1,8.6,4.6
6/5/1975,14.5,13.9,10.6,14.8,0,0,0,8.1
6/6/1975,10.3,14.2,10.6,15.6,5.6,0,0,0
6/7/1975,10,13.4,13.1,13.4,0.5,0,0,0
6/8/1975,10.3,11.4,15.6,15.3,0,0,0.5,0
6/9/1975,11.1,14.5,14.2,14.5,0,0,9.9,0
6/10/1975,12.5,17.2,14.2,13.9,0,0,2.8,0
6/11/1975,14.2,15.6,13.4,14.5,0,0,0,13.2
6/12/1975,13.9,17.5,18.3,20,0,0,0.3,0.3
6/13/1975,10,17.2,17.2,17.5,8.1,0,0,0.3
6/14/1975,13.1,14.5,13.1,19.2,0,0,0,0
6/15/1975,9.7,14.2,12.2,21.1,7.4,0,0,4.8
6/16/1975,10.6,12.5,15.8,19.2,0.5,0.3,0.3,0
6/17/1975,10.6,14.2,15.3,20,2.8,0,0,4.1
6/18/1975,10,15.3,16.7,24.2,0,0,0,0
6/19/1975,8.9,17,20.6,20,10.7,0,1.8,26.9
6/20/1975,11.7,14.8,23.4,17.2,5.6,0,3.8,0
6/21/1975,15.6,13.1,22.5,16.7,0.5,0,0.3,0
6/22/1975,14.2,12.2,15.3,20.8,4.3,0.3,54.4,0
6/23/1975,15.6,13.6,19.5,26.4,7.1,4.1,0,0
6/24/1975,16.4,13.9,20.8,21.1,0,0,0,0
6/25/1975,16.7,12,25.3,17.5,6.4,0.8,0,0
6/26/1975,12,13.1,23.4,17.8,11.4,0.8,21.6,0
6/27/1975,11.7,12,20.3,19.2,0,2.8,0,0
6/28/1975,11.2,11.9,22.5,20.8,0,2.3,8.9,0
6/29/1975,10.6,13.3,21.7,23.9,0,0,0.3,0
6/30/1975,13.9,15.3,22.2,21.1,0,0,2.8,0
7/1/1975,14.2,17,21.1,20.6,0,0,0,0
7/2/1975,17.3,16.7,20,23.1,0,0,0,0
7/3/1975,21.1,17,19.7,23.3,8.4,0,0,3.8
7/4/1975,20.9,19.2,21.4,22.8,0,0,0,0
7/5/1975,24.5,21.7,23.6,23.9,0,0,0,0.3
7/6/1975,24.2,20,22.8,23.1,0,0,0,0
7/7/1975,15.3,21.4,20.8,23.7,2.8,0,0,0
7/8/1975,17.8,20.3,16.7,24.2,0,3.6,0,0
7/9/1975,18.1,19.5,14.2,21.7,1,1.3,0,0
7/10/1975,21.1,18.9,14.5,18.1,0,0,0,23.6
7/11/1975,23.1,16.1,15.3,16.4,0,0,0,0
7/12/1975,20.9,15.9,20.3,17,0,0,0.5,0
7/13/1975,17.5,15.9,22.8,19.8,5.6,0,0,5.8
7/14/1975,19.5,16.7,25.3,20,0,1,0,0
7/15/1975,20.9,16.4,26.7,19.7,0,0,0,0
7/16/1975,17.8,15.3,27.3,22.2,3.6,0,0,0
7/17/1975,13.3,16.1,24.8,24.7,1.8,1.3,1.5,0
7/18/1975,15.8,17.3,22.8,24.2,0,1.5,1.5,0
7/19/1975,16.1,18.4,19.7,24.2,0,0,2.3,12.7
7/20/1975,17.5,17.8,18.1,22.5,0,0,4.3,0.8
7/21/1975,16.9,17.2,21.4,20,13.2,0,2.8,0.3
7/22/1975,14.7,17.5,17.5,20,1.8,0,1.3,2.3
7/23/1975,18.1,20.6,18.9,23.9,0,0,0.3,0
7/24/1975,19.5,19.7,18.9,24.2,0,0,0,0.8
7/25/1975,19.2,20.3,21.7,15.6,0,0,13,0
7/26/1975,21.4,19.5,21.2,17,0,0,0,0
7/27/1975,23.1,20.3,20.9,20.9,0,3.3,0,1
7/28/1975,15.9,16.7,27.5,21.1,9.4,0,0,0
7/29/1975,13.9,15.3,26.9,19.5,3,0,0,0
7/30/1975,12,16.4,29.5,25.3,3.3,0,0,0
7/31/1975,12.2,17,24.5,28.6,9.1,0,30.7,0
8/1/1975,16.1,17.3,20.3,28.4,0.3,0,22.1,0
8/2/1975,15.3,17,17.8,27.2,0,0,0,0
8/3/1975,14.2,17.5,17,22.8,0,0,1.3,21.3
8/4/1975,15.3,18.1,15.6,24.2,0,0,0,0
8/5/1975,19.7,17,14.8,21.7,0,0,0,0
8/6/1975,16.4,15.8,18.9,15.9,0,0,0,2
8/7/1975,15.3,13.9,22.2,18.1,0,8.9,46.2,0
8/8/1975,12.8,14.2,20.9,18.6,6.6,0,2.3,0
8/9/1975,14.5,15,18.9,20,0,0,0.5,0
8/10/1975,16.1,17.5,18.6,25,0,0,0,0
8/11/1975,13.9,16.7,20.3,23.1,0,0,8.4,3
8/12/1975,13.4,17,17,20.6,0,0,1.8,0
8/13/1975,15.3,18.6,17.8,22.2,0,0,0,8.6
8/14/1975,15.3,19.2,13.1,20.8,0,0,0.5,0
8/15/1975,15.6,16.4,14.5,18.1,0.3,0,1.8,0
8/16/1975,9.5,15,12,21.7,3,3.6,0,0
8/17/1975,9.5,17.3,12.8,22,4.3,4.8,0,0
8/18/1975,12,16.4,10.6,16.9,0.3,0,0,0
8/19/1975,13.9,16.4,12,15.3,8.4,0,0,0
8/20/1975,15.3,15.8,13.4,16.1,0,0,18.5,0
8/21/1975,16.7,17.5,15.8,15.9,0.8,0,0,4.6
8/22/1975,13.9,13.1,15.9,15.9,0.8,15,1.5,0
8/23/1975,12.5,14.2,23.7,14.8,0,16.3,0.8,25.4
8/24/1975,12.8,13.9,19.5,20.6,0,0,13,23.1
8/25/1975,9.8,15,15,23.9,0,0,3.6,1
8/26/1975,9.7,14.5,11.7,20,0,13.5,2.3,0.8
8/27/1975,17,15,11.4,18.3,0,23.4,1.5,0
8/28/1975,18.9,13.4,19.2,17.5,2,6.9,0,0
8/29/1975,13.4,14.8,18.1,18.9,1,7.6,6.4,14.7
8/30/1975,12.5,13.7,20.6,17.3,0,1.3,0,0
8/31/1975,8.4,13.6,18.9,16.9,0,0,0.3,4.3
9/1/1975,10.8,13.9,10.8,16.7,0,0,0,2.8
9/2/1975,8.9,13.9,9.2,14.7,1,0,12.2,0.5
9/3/1975,8.1,13.1,13.6,12.8,1.5,0,0.8,0
9/4/1975,9.5,13.3,14.5,16.4,0,0,4.8,0
9/5/1975,15.9,14.5,10.9,15.3,0,0,0.5,2
9/6/1975,11.7,16.7,11.4,15.6,0,0,6.1,0
9/7/1975,15.3,14.5,8.9,12,0,0,1.8,0.8
9/8/1975,16.4,13.9,9.5,14.5,0,0,0,0
9/9/1975,14.8,14.8,15.6,10,0,0,0,0
9/10/1975,5.3,15.3,10.9,9.2,0,0,0.3,0
9/11/1975,7.2,16.4,5.3,16.7,0,0,0.3,25.1
9/12/1975,13.3,16.1,4.5,11.7,0,0,0,0
9/13/1975,15.6,15.8,7.5,7.3,0,0,0,4.1
9/14/1975,15.3,14.8,17.2,8.4,0,0,0,0
9/15/1975,19.2,13.3,10.6,10.3,0,0,0,0
9/16/1975,12,13.4,12.2,12.8,7.1,0,0,0.5
9/17/1975,7.5,13.4,18.9,13.6,10.2,0,0,0
9/18/1975,7.5,12.5,11.7,14.5,1.3,0,8.6,18.8
9/19/1975,7,13.4,7.5,18.6,0,0,1.5,0.8
9/20/1975,11.2,14.2,3.6,16.4,0,0,0.8,6.9
9/21/1975,13.9,14.2,8.1,13.9,0,0,0,0
9/22/1975,13.3,14.8,13.1,11.7,0,0,0,0
9/23/1975,14.5,14.8,9.7,11.7,0,0,0,0
9/24/1975,16.4,14.2,11.7,12.2,0,0,0,0
9/25/1975,11.4,13.3,15.3,11.4,1,0,0,2.3
9/26/1975,10.8,12,15.3,14.7,0,0,0,0
9/27/1975,11.1,14.2,14.8,10.9,0,0,0,0.3
9/28/1975,14.5,13.6,10,12.8,0,0.3,0,0
9/29/1975,9.2,11.4,11.4,11.4,0.8,0,0,0
9/30/1975,9.8,12.2,3.9,15.3,0,0,4.1,0.5
10/1/1975,14.2,14.2,7.8,11.1,0,0,0,3.3
10/2/1975,18.4,14.8,14.8,3.9,0,0,0,0
10/3/1975,13.9,12.8,11.4,8.6,0,16.5,0,0
10/4/1975,10.3,11.7,17.2,11.1,0,0,1.3,0
10/5/1975,10.6,10.6,9.2,11.4,0,21.3,0,0
10/6/1975,8.9,10.3,13.4,11.7,0,0,0,0
10/7/1975,1.9,8.3,12,6.2,6.6,0.8,0,0
10/8/1975,2.8,12.2,19.8,9.2,0,0.5,0,0
10/9/1975,4.7,11.1,11.4,11.7,0,17,3.6,1.3
10/10/1975,8.9,13.3,4.8,13.9,2.5,1.8,1.3,0.3
10/11/1975,4.2,9.2,6.7,10.9,1.8,0,0,0.3
10/12/1975,3.9,9.7,5.6,10.6,0,0,0,0
10/13/1975,3.1,10.8,4.7,13.1,0,0,0,14.2
10/14/1975,7.8,10.6,3.7,12.8,0,16.8,30,0
10/15/1975,7.5,9.8,3.9,15.3,0,0,0,0
10/16/1975,6.2,10.8,4.5,8.9,0,51.3,0.8,0
10/17/1975,11.4,11.7,6.1,4.5,0,41.1,0,8.1
10/18/1975,7.3,8.1,12,6.7,2.3,4.6,0,0.5
10/19/1975,6.7,11.4,9.4,9.5,0,1.5,0,11.2
10/20/1975,4.7,8.4,10,10.3,0,0,0,15.5
10/21/1975,0.6,7.8,7.3,13.6,0,0,0,0
10/22/1975,-2.2,5.9,3.9,13.6,0,0,0,0
10/23/1975,-2,5.3,3.9,12.5,0,0,0,0
10/24/1975,-1.4,5.3,2.5,12.2,0,2.5,0,0
10/25/1975,-2,8.1,-0.9,11.7,0,20.1,0.5,0.3
10/26/1975,-3.7,6.4,0.9,6.7,1.8,19.1,0,0
10/27/1975,-7.3,6.9,0.6,5.8,0.5,4.1,0,0
10/28/1975,0,8.4,-1.4,10.8,0,3.8,0.8,0
10/29/1975,1.4,7.5,0.3,5.3,0,60.7,0,0
10/30/1975,-0.8,7.8,6.7,-1.4,0,3.6,0,0
10/31/1975,5.3,8.1,2.2,-0.6,0,0.5,0,0
11/1/1975,6.4,9.8,6.7,8.6,0,2.3,0,4.3
11/2/1975,3.1,9.8,6.4,10.3,0,5.8,0,2.8
11/3/1975,8.9,12.5,8.1,15,0,0.8,0,2
11/4/1975,13.6,14.5,12.8,12.8,0,8.9,0,4.6
11/5/1975,13.1,8.1,13.6,12,0,5.3,0,0
11/6/1975,4.5,5.9,10.9,12,0,16.5,0,0
11/7/1975,3.3,7,3.3,13.4,0,5.6,2.3,2.3
11/8/1975,1.2,6.1,1.4,13.6,0,7.9,0,1
11/9/1975,-2.2,2.5,0,10,0,0.3,0,0
11/10/1975,-7,3.7,0.6,12.3,0.8,0,0,17.8
11/11/1975,-6.1,4.2,-0.9,6.1,0,3.3,0,0
11/12/1975,1.4,9.5,-3.9,5.3,0,0.8,0,0
11/13/1975,6.7,9.2,-5.3,3.3,0,23.1,0,0.3
11/14/1975,5.9,9.8,0.8,-0.8,0,19.3,0,0
11/15/1975,6.4,8.6,3.9,2.5,0,10.4,0,0
11/16/1975,0.6,5,5.9,6.4,0,4.8,0,0
11/17/1975,-2.2,3.4,1.7,8.3,0,5.1,0,0
11/18/1975,-6.4,2,1.4,10.3,0,0,0,0
11/19/1975,-8.4,1.4,-0.9,7.3,0,0,0.5,0
11/20/1975,-6.1,3.3,-5.6,4.5,0,0,0,2
11/21/1975,-12,2.5,-6.4,5.6,0,0.3,0,1.3
11/22/1975,-10.8,5.8,-10,0.8,0,5.3,0,0
11/23/1975,-13.4,7,-13.3,0.3,0,36.1,0,0
11/24/1975,-6.4,7.5,-14.7,1.4,0,2.5,0,0
11/25/1975,-2.8,5.3,-14.8,-1.4,0,11.9,0,0.8
11/26/1975,-8.3,5.8,-12.5,-0.3,3,1.3,0,0.5
11/27/1975,-15.3,2.8,-9.8,2.2,0.5,0,0,10.2
11/28/1975,-17.2,-1.7,-6.7,0.8,2.5,0,2.8,0
11/29/1975,-19.5,-3.4,-10.6,1.4,0.5,0,7.4,1.8
11/30/1975,-17,-0.8,-19.2,8.4,0.3,24.9,0,3.3
12/1/1975,-13.1,2.5,-21.2,-2,1.5,6.1,0,0
12/2/1975,-12.2,7,-20.3,-4.2,1,24.1,0,4.1
12/3/1975,-3.1,10,-13.4,-7,0,22.1,4.1,0
12/4/1975,-17,5.9,-0.6,-4.5,2.5,0,0,0.5
12/5/1975,-12,1.7,-9.4,2,0,0,0,0
12/6/1975,-5.9,0,-18.1,2.5,0,0,0,8.4
12/7/1975,-2.8,3.4,-13.1,-6.4,0,7.1,0,0
12/8/1975,2.8,6.4,-9.7,-3.1,0,33,0,0
12/9/1975,0.6,7,-2.2,-0.3,11.4,3,0,13.7
12/10/1975,-13.9,2.5,-12.8,0,3.6,0,0,0.5
12/11/1975,-21.7,0.3,-26.1,-2,0,0,0,0
12/12/1975,-24.2,-1.7,-22,-3.1,0,18.3,5.1,0
12/13/1975,-23.3,-2.5,-15,-0.3,0,7.1,2.3,1
12/14/1975,-14.5,-1.4,-27,9.7,0,2.3,0,0.5
12/15/1975,-9.7,0.6,-22.3,3.6,0,0,1.5,6.1
12/16/1975,-18.1,-1.7,-25,-5.6,0.5,0,0,2
12/17/1975,-7,-1.1,-29.5,-5,0,0,0,0
12/18/1975,5,-1.7,-22,-10.6,0,0,0,0
12/19/1975,0,0.3,-10,-14.7,0,0,2.8,1.5
12/20/1975,-0.3,0.3,-19.4,-13.3,0,0,0,13.2
12/21/1975,-2.2,0.6,-10.6,-17.5,0,0.5,0,0
12/22/1975,-3.3,3.6,-10.6,-12.5,0,0.8,0,0
12/23/1975,-0.9,3.9,-7.5,-11.7,0,15,0,0
12/24/1975,2,7.2,-12.2,-14.7,0,11.4,0.3,0
12/25/1975,0.6,6.1,-12.3,-4.7,0,18,0,1.8
12/26/1975,2.5,9.7,-10,-5.8,0,28.2,0,8.4
12/27/1975,3.1,3.9,-5.3,-8.6,0,1.3,0,0
12/28/1975,0.9,5.8,-2.3,-5.3,0,10.4,0,0
12/29/1975,4.8,8.1,-6.7,-3.9,0,13,0,0.5
12/30/1975,-3.3,3.9,-12.8,0.8,12.4,0.5,0,7.6
12/31/1975,-13.9,2,-8.1,-0.8,2,0,1,0
1/1/1976,-13.9,0,-12.8,-7.5,0,0,7.4,0
1/2/1976,-14.5,-0.6,-20,-5.9,0.5,0.8,0.5,1
1/3/1976,-11.7,2.3,-26.2,-2.5,0,15.5,0,0
1/4/1976,-10,6.1,-25.9,-12.5,0.3,20.8,0,0
1/5/1976,-23.6,3.4,-22,-11.7,0.8,8.1,2.3,0
1/6/1976,-27.3,4.8,-31.4,-6.1,0,3,0,0
1/7/1976,-29.2,3.1,-28.4,-7.8,0,12.4,0,2.5
1/8/1976,-23.6,5.3,-24.7,-15.6,0.5,3.8,0,0
1/9/1976,-13.1,5,-23.9,-12.5,0,0.8,0,0
1/10/1976,-8.3,5,-17,-11.1,0,17,4.3,0
1/11/1976,-5,3.1,-11.4,-7.3,0,8.9,0,7.4
1/12/1976,-7.5,1.7,-13.9,-8.1,0,0,8.1,0
1/13/1976,-10,2,-17.3,-1.1,0,1.3,0.5,13.7
1/14/1976,-7.5,5,-24.7,-5,0,18.3,0,0
1/15/1976,-1.2,6.7,-24.2,-10,0,21.8,0.3,1.5
1/16/1976,1.7,8.9,-27.2,-8.1,0,0,0,2.8
1/17/1976,6.7,7.8,-17.5,-20.9,0,3.3,0,0
1/18/1976,-1.1,5.3,-5.3,-22.8,0,0,0,0
1/19/1976,1.7,1.4,-15.3,-12.8,0,0,0,1.3
1/20/1976,4.5,1.4,-10.9,-2.3,0,0,0,0
1/21/1976,7,2.5,-14.7,-8.1,0,0,0.5,1.3
1/22/1976,5.9,6.1,-17.3,-20,0,15.5,0.8,0
1/23/1976,-2.2,4.5,-10.6,-23.4,2.5,0,0.3,3.3
1/24/1976,-10.6,1.7,-13.4,-18.4,0.3,0,0.5,2.3
1/25/1976,-11.1,3.1,-17,-9.8,0,0,1.8,4.6
1/26/1976,-3.1,5,-25.9,2.3,0,19.3,0,9.7
1/27/1976,5,8.9,-16.4,-4.5,0,2.8,1,0
1/28/1976,5.6,8.6,-9.2,-7.3,0,1.8,0,0.3
1/29/1976,2,7.5,-15.9,-7,0,3.6,1.5,0.8
1/30/1976,1.4,6.1,-11.4,-14.2,0,0,0,0
1/31/1976,7,2.8,-10,-11.7,0,0,0,0
2/1/1976,4.7,0.9,-25.6,-10,0,0,0,0.5
2/2/1976,4.5,2.8,-15,-18.6,0,0,0.5,0
2/3/1976,-9.8,6.4,-18.9,-11.4,0.5,0,0.3,0
2/4/1976,-14.5,2.5,-23.3,-7.8,0.3,0,0,0.3
2/5/1976,-9.4,0.9,-22.2,-10.3,0,0,0,0
2/6/1976,2,0.9,-13.6,-10.6,0,0,0,0
2/7/1976,2.8,3.4,-4.7,-11.7,0,0,0,0
2/8/1976,7,6.1,-5,-7.2,0,2,0,0
2/9/1976,-2.5,3.1,1.7,-6.7,0,0,0,0
2/10/1976,-4.8,5.3,-13.3,2,2,2.5,0.5,0
2/11/1976,2.2,5.3,-16.7,-2.2,0,30.5,0,0
2/12/1976,-6.1,5.3,-13.3,-1.4,0.8,3.6,0,0
2/13/1976,-3.4,7.2,-13.6,0,0,6.6,0,0
2/14/1976,-2.5,6.4,-5.9,-3.1,0,1.8,0,0
2/15/1976,-1.7,4.5,-7.2,2,0,13,0.8,4.6
2/16/1976,-1.1,6.4,-7.8,2.3,1,5.6,0,7.1
2/17/1976,-4.2,6.1,-3.1,0.9,0,9.7,5.6,0.5
2/18/1976,-6.1,6.4,-5.8,2.5,0,0,0,14.2
2/19/1976,-8.9,3.9,-3.7,2.2,0,1.8,4.8,0
2/20/1976,-5.8,3.9,-10.6,1.7,0,0,0.3,0
2/21/1976,2.8,5.3,-17.2,0.6,0,0,0.3,28.4
2/22/1976,4.2,7.8,-15.6,-5.9,0,2.3,0,1.8
2/23/1976,3.3,6.4,-1.4,-9.2,0,9.7,0,0
2/24/1976,-0.6,4.2,-1.7,2,0,3,0,0
2/25/1976,-2.8,3.9,-2,7,1,6.9,0,0
2/26/1976,-8.1,3.1,-5.8,5.3,2.3,7.6,0,0.5
2/27/1976,-17,3.1,-17.2,3.9,2.5,11.7,4.3,0
2/28/1976,-22,1.7,-22,1.1,1.8,7.4,5.6,0
2/29/1976,-22.8,1.4,-26.1,4.5,0.3,4.6,0,1.3
3/1/1976,-23.1,0.3,-18.9,-2.8,1.5,12.7,0.8,4.3
3/2/1976,-27,-1.7,-10.8,-7.2,0,0,12.2,31.5
3/3/1976,-25.3,-3.1,-17.5,-3.9,0,0,0.5,5.1
3/4/1976,-16.1,-1.7,-21.7,0.3,0,0,0,6.4
3/5/1976,-7,0.3,-24.5,3.6,0,0,0,14.7
3/6/1976,-3.1,2,-13.4,-2.5,0,0,0.3,0.5
3/7/1976,-1.1,5.3,-13.3,-3.9,0,0,0,0.5
3/8/1976,1.4,3.1,-12.5,-5.3,0,0,0.5,0
3/9/1976,-0.9,4.7,-19.8,-4.5,0.5,0.5,1.3,0
3/10/1976,-6.7,7.2,-21.4,-0.9,3.8,2.5,0,1.5
3/11/1976,-11.4,3.6,-14.2,-6.1,1.5,0,0.3,0
3/12/1976,-5.9,4.5,-15.3,-2.8,0,0,0,16.3
3/13/1976,-4.8,3.1,-12,-0.3,0.3,0,1,2.5
3/14/1976,-5.6,3.6,-15.3,-2.2,0,0,0,0.3
3/15/1976,-5.3,4.5,-13.9,-3.4,0,0,1,0
3/16/1976,0,7.8,-17,-4.2,0,0.8,0,2.5
3/17/1976,10,9.2,-7.2,-9.7,0,2.3,0,0.3
3/18/1976,5.6,6.7,-2.8,-5.8,0,1.5,0,3
3/19/1976,0,5,-0.6,5.6,1.8,0,1,0
3/20/1976,-4.5,5,-8.1,12.5,0,6.1,3.3,0.8
3/21/1976,3.4,5.8,-16.7,2.8,0,7.9,0,0.3
3/22/1976,6.1,7,-4.2,-6.1,0,6.6,0,0
3/23/1976,2,4.5,1.4,2.5,1,14.2,0,0
3/24/1976,1.1,6.4,-4.2,9.5,0,37.8,0.3,0.3
3/25/1976,2.8,6.1,-3.9,7,0,1,0,2.3
3/26/1976,3.1,5.3,-0.9,4.8,0,2.8,0.3,0
3/27/1976,-1.4,6.4,-2.5,8.4,0,5.6,0,3
3/28/1976,0.6,6.1,2.8,2.8,0,3.8,0.3,0
3/29/1976,0,5,1.7,2,0,2,0,0
3/30/1976,8.4,8.1,-2.3,8.9,0,7.4,0,0.3
3/31/1976,4.2,5,-1.4,6.4,0,1,0,20.1
4/1/1976,-0.3,4.7,5,4.7,0,0,0,2.3
4/2/1976,0.6,5.9,1.1,3.9,0,0,0,0.5
4/3/1976,3.1,7.8,-0.3,7.3,0,0,0,0
4/4/1976,8.4,8.1,3.6,2.8,0,0,0,0
4/5/1976,7.8,8.6,4.5,5.3,0,0,0,0
4/6/1976,8.6,10.6,6.4,5.6,0,8.1,0,0
4/7/1976,8.9,8.3,5.6,2.8,0,0.3,0,0
4/8/1976,10,10.6,7.8,0.9,0,8.6,0,0
4/9/1976,10.3,11.7,10.8,2,0,0,0,0
4/10/1976,12.2,10.9,4.2,8.4,0,0,0.5,0
4/11/1976,11.4,8.4,1.4,-1.4,0,12.2,0,0
4/12/1976,10.8,7.2,9.2,-0.3,4.3,0,0,0
4/13/1976,4.8,7.5,13.9,7.5,2.5,0,0,0
4/14/1976,6.1,5.3,11.2,10,0,17.5,7.4,0
4/15/1976,5,6.4,10.3,16.4,0.8,0.5,0.3,20.3
4/16/1976,0.6,6.4,6.7,19.7,2,0,13.2,0
4/17/1976,5,6.1,7,20.3,0,6.6,6.9,0
4/18/1976,4.5,6.1,-0.3,19.2,1,2,2.3,0
4/19/1976,4.2,8.1,3.4,15.8,0,6.9,0,0
4/20/1976,3.3,8.1,3.6,10.9,0.8,8.1,0,0.5
4/21/1976,4.2,7.3,5.3,9.5,0.5,0,0,2.5
4/22/1976,2.8,7.8,5.6,11.7,0,0,0,2
4/23/1976,5,8.6,6.4,8.4,0,5.3,0,0
4/24/1976,10.9,8.7,5.9,6.7,0,1.3,0,6.6
4/25/1976,4.8,7.5,7.3,2.2,0,0,0,26.7
4/26/1976,2.5,8.1,5.8,1.4,1.8,0,0,10.7
4/27/1976,6.4,11.7,3.7,3.4,0,0,0,0
4/28/1976,5.3,13.4,5.3,8.6,0,0,0,0
4/29/1976,8.1,15.9,10.3,7.5,0,0,1,0
4/30/1976,11.1,16.1,7.5,7.8,0,0,0,0
5/1/1976,13.4,14.2,3.1,9.7,0,0,0,0
5/2/1976,10.6,12.5,1.1,11.7,0,15.5,0,5.8
5/3/1976,13.3,12.3,2,4.2,0,0,0,0
5/4/1976,12.5,10.3,9.7,5.9,0.8,4.6,0,0
5/5/1976,6.7,11.1,0,13.9,3.6,0,0,0.5
5/6/1976,9.5,10.3,1.7,8.3,0,0,0,36.6
5/7/1976,12.8,12,6.4,2.2,0,0,0,9.1
5/8/1976,15.8,14.7,14.5,6.2,0,0,0,0
5/9/1976,13.3,15.9,15.8,11.7,0,0,0,0
5/10/1976,15.9,14.2,9.7,13.3,0,12.4,0,0
5/11/1976,9.8,11.4,11.2,8.3,2.3,0,0,17.5
5/12/1976,13.4,12.5,15,7.3,0,0.5,0,0
5/13/1976,14.2,11.4,13.1,10,4.3,0,2.3,0
5/14/1976,8.9,10,13.4,12.8,0,0,5.3,0.5
5/15/1976,9.7,12.5,14.5,13.4,0,0,1.8,0
5/16/1976,11.1,14.2,10,16.7,0,0,0,20.1
5/17/1976,11.4,10.8,8.6,12.3,0,0,0,0.8
5/18/1976,9.8,9.7,18.1,5.9,0,0,0,0.3
5/19/1976,8.1,12,15,6.1,0,0,0,0.3
5/20/1976,7.3,9.7,12.2,13.9,30,0,0,0
5/21/1976,10.6,12.5,13.4,10,0,0,0,0
5/22/1976,12.2,11.4,12.5,8.4,0,0,0,0
5/23/1976,15.9,12,12.3,8.4,0,0,0,0
5/24/1976,13.6,11.1,12.5,8.4,0,9.1,0,0
5/25/1976,11.1,11.1,17,10.6,3.3,3,0,0
5/26/1976,13.1,11.4,15.6,12.5,0,19.6,1,0
5/27/1976,18.1,12.2,13.9,13.9,0,0.5,0,0
5/28/1976,12.2,8.6,13.9,15.3,1,0,0,0
5/29/1976,7.5,8.9,19.8,16.7,10.7,7.4,0,0
5/30/1976,10.8,9.5,19.7,15.8,0,0.3,0,0
5/31/1976,12,9.2,19.5,15.8,0,0.8,0,23.1
6/1/1976,9.2,9.2,20.8,11.7,0,0,0,1
6/2/1976,10,10,23.7,12.5,0,0,4.3,0
6/3/1976,8.6,9.4,24.7,14.8,0,0,0,0
6/4/1976,8.1,11.4,24.7,14.7,2,0,0.5,0
6/5/1976,6.7,12,23.4,15.3,1.5,0,0.8,0
